// CELL LOG SANS BOOL ESSAI 1


[0022.12] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_Trans/Dino_Jungle_NESW_Entry_A.cell, cellid=85, cellpos=(-5760.00, 2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Savagelands_Trans/Dino_Jungle_SuperRiver_A.cell, cellid=80, cellpos=(-3456.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Error: [VerifyFail] Verify failed: it == m_allCells.end()
        File:D:\mirrorBuilds_source05\MarvelGame_v52\Source\Game\Game/Region/RegionManager.cpp Line:237

[0022.16] Error: [VerifyFail] Verify failed: regionManager->AddCell( cell )
        File:D:\mirrorBuilds_source05\MarvelGame_v52\Source\Game\Game/Region/Area.cpp Line:574

[0022.16] Log: [[Game]] Removing cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_B.cell, cellid=90, cellpos=(-8064.00, 4608.00, 0.00), game=clientGameId=0x1 from region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Error: [VerifyFail] Verify failed: clientCell
        File:D:\mirrorBuilds_source05\MarvelGame_v52\Source\Game\ClientGame/Network/GameConnection.cpp Line:2591

[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_3L3_B.cell, cellid=65, cellpos=(-10368.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_Trans/Brood_Jungle_SCInstEntry.cell, cellid=49, cellpos=(-5760.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_C/Dino_Jungle_MiniVillage.cell, cellid=73, cellpos=(-5760.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_Trans/Brood_Jungle_SCStationEntry_A.cell, cellid=55, cellpos=(-5760.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_1x2_B.cell, cellid=71, cellpos=(-10368.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_ScienceSpire.cell, cellid=70, cellpos=(-12672.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_Trans/Jungle_Brood_Caves_Entry_A.cell, cellid=60, cellpos=(-8064.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_Trans/Brood_Jungle_SHIELD_A.cell, cellid=58, cellpos=(-12672.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_C_NESW_A.cell, cellid=66, cellpos=(-8064.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_3L3_C.cell, cellid=64, cellpos=(-12672.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESWdSE_A.cell, cellid=48, cellpos=(-8064.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_1x2_A.cell, cellid=72, cellpos=(-8064.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NES_A.cell, cellid=40, cellpos=(-12672.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_2x1_A.cell, cellid=61, cellpos=(-5760.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_3L3_A.cell, cellid=59, cellpos=(-10368.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_C/Brood_Jungle_HeavyJungle_2x1_B.cell, cellid=67, cellpos=(-5760.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.16] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESWdNE_A.cell, cellid=46, cellpos=(-12672.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Brood_Jungle_Trans/Brood_Jungle_SCTowerEntry_A.cell, cellid=47, cellpos=(-10368.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESWdSW_A.cell, cellid=54, cellpos=(-8064.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NEW_A.cell, cellid=69, cellpos=(-14976.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NEW_A.cell, cellid=45, cellpos=(-14976.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NEW_A.cell, cellid=63, cellpos=(-14976.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NEW_A.cell, cellid=51, cellpos=(-14976.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NEW_A.cell, cellid=57, cellpos=(-14976.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESWdNW_A.cell, cellid=52, cellpos=(-12672.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESWcN_A.cell, cellid=50, cellpos=(-3456.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_ESW_A.cell, cellid=74, cellpos=(-3456.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NES_A.cell, cellid=42, cellpos=(-8064.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_ESW_A.cell, cellid=56, cellpos=(-3456.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_ESW_A.cell, cellid=68, cellpos=(-3456.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_ESW_A.cell, cellid=62, cellpos=(-3456.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NES_A.cell, cellid=43, cellpos=(-5760.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NES_A.cell, cellid=53, cellpos=(-10368.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NES_A.cell, cellid=41, cellpos=(-10368.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_ES_A.cell, cellid=44, cellpos=(-3456.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.17] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NE_A.cell, cellid=39, cellpos=(-14976.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/RopeBridge_Trans/RopeBridge_NS_A.cell, cellid=38, cellpos=(-1152.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Savagelands_Trans/JungleToMarsh_Trans_SN_A.cell, cellid=37, cellpos=(1152.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_Island_1x1.cell, cellid=20, cellpos=(5760.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_B/Marsh_B_NESW_A.cell, cellid=11, cellpos=(12672.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_B.cell, cellid=27, cellpos=(8064.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_Trans/Marsh_NESW_SabretoothEntry_A.cell, cellid=15, cellpos=(8064.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NESW_B.cell, cellid=16, cellpos=(10368.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_B/Marsh_B_NESW_B.cell, cellid=8, cellpos=(5760.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_Trans/Marsh_Mutate_Caves_Entry_A.cell, cellid=10, cellpos=(10368.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NESW_A.cell, cellid=26, cellpos=(5760.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_Island_1x2_B.cell, cellid=21, cellpos=(8064.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_Island_1x2_A.cell, cellid=22, cellpos=(10368.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NESW_C.cell, cellid=14, cellpos=(5760.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_Island_A.cell, cellid=17, cellpos=(12672.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_Island_B.cell, cellid=23, cellpos=(12672.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_B/Marsh_B_NESW_C.cell, cellid=9, cellpos=(8064.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.18] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NESW_C.cell, cellid=29, cellpos=(12672.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_A.cell, cellid=28, cellpos=(10368.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NSW_A.cell, cellid=33, cellpos=(8064.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_Trans/Marsh_NSW_SCInstEntry.cell, cellid=35, cellpos=(12672.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NSW_A.cell, cellid=34, cellpos=(10368.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NES_A.cell, cellid=2, cellpos=(5760.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_Trans/Marsh_NSW_SCInstEntry_B.cell, cellid=32, cellpos=(5760.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NESWcS_A.cell, cellid=7, cellpos=(3456.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NEW_A.cell, cellid=19, cellpos=(3456.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NEW_A.cell, cellid=25, cellpos=(3456.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NEW_A.cell, cellid=13, cellpos=(3456.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NW_A.cell, cellid=31, cellpos=(3456.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
